customernumber	date	salutation	title	domain	datecreated	newsletter	model	paymenttype	deliverytype	invoicepostcode	delivpostcode	voucher	advertisingdatacode	case	numberitems	gift	entry	points	shippingcosts	deliverydatepromised	deliverydaterea	weight	remi	cancel	used	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	target90
29604	97	2	0	12	97	0	1	3	0	31	$null$	0		5	1	0	0	0	1	97	97	175	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34947	341	0	0	4	341	1	2	2	0	52	$null$	1		1	2	0	1	0	0	341	341	763	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
37392	140	2	0	12	140	0	1	1	1	72	$null$	0		5	6	0	0	0	0	140	140	1132	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1
43918	303	1	0	9	303	0	2	0	0	47	$null$	0		4	2	0	1	0	0	303	303	1036	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
17536	323	1	0	9	323	0	1	0	0	8	$null$	0	AB	1	1	0	0	0	0	323	323	273	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
28941	162	0	0	9	162	0	3	0	0	83	$null$	0		3	1	0	1	0	0	162	162	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9418	314	1	0	12	314	0	1	0	0	91	90	0		4	1	0	0	0	0	314	314	637	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26216	297	0	0	9	297	0	2	0	0	47	$null$	0		1	1	0	1	0	1	297	297	97	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14994	309	0	0	4	309	0	1	0	0	65	$null$	0	BD	5	5	0	0	0	0	309	309	1558	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
39920	146	1	0	12	146	0	3	2	0	7	$null$	1		4	1	0	1	0	0	146	146	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
53775	337	0	0	5	337	0	1	0	0	45	$null$	0		2	1	0	0	0	1	337	337	390	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
62133	257	0	0	12	257	0	3	1	1	24	$null$	0		2	1	0	1	0	0	257	257	340	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
64139	164	1	0	5	164	0	1	0	0	26	$null$	0	CA	3	1	0	0	0	0	164	164	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
26001	254	1	0	4	254	0	1	2	0	71	$null$	0	BQ	2	2	0	0	0	1	254	254	958	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1
21598	284	0	0	9	284	0	2	0	0	53	$null$	0		4	4	0	1	0	0	284	284	1553	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
17617	291	0	0	2	291	0	1	0	0	18	$null$	0		2	1	0	0	0	1	291	291	660	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
64082	304	1	0	8	304	0	2	0	0	50	$null$	1		1	2	0	1	0	0	304	304	1414	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
13776	344	0	0	8	344	0	1	0	0	16	$null$	0	BQ	3	2	0	0	0	1	344	344	1866	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
58024	327	1	0	9	327	1	3	1	1	76	$null$	0		2	1	0	1	0	0	327	327	259	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14405	186	0	0	9	186	0	2	3	0	54	$null$	0		5	4	0	1	0	0	186	186	1801	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0
15945	149	0	0	4	149	1	2	3	0	52	$null$	0		4	1	0	1	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
45748	154	0	0	4	154	1	2	2	0	97	$null$	1		1	2	0	1	0	1	154	154	477	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
65937	140	0	0	9	140	0	2	2	0	53	$null$	0		2	1	0	1	0	1	140	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
56203	177	0	0	4	177	1	1	0	0	3	$null$	0	BR	4	12	0	0	0	0	177	177	2454	1	0	5	8	0	4	0	0	0	0	0	0	0	0	1
30489	198	0	0	5	198	1	1	0	0	29	$null$	0	AB	5	4	0	0	0	0	198	198	1402	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
45460	351	1	0	8	351	0	2	0	0	59	$null$	1		1	5	0	1	0	0	351	351	1596	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0
45991	288	0	0	1	288	0	1	0	0	40	$null$	0		2	1	0	0	0	1	288	288	210	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23066	326	0	0	9	326	0	2	2	0	41	$null$	0		2	1	0	1	0	1	326	326	755	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
13473	149	0	0	1	149	0	3	1	1	90	$null$	0		1	1	0	1	0	0	149	149	54	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
3060	147	0	0	9	147	1	3	1	1	16	$null$	0		1	1	0	1	0	0	147	147	45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
32615	232	0	0	12	232	0	1	0	0	83	$null$	0		4	3	0	0	0	0	232	232	1060	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
4614	295	2	0	12	295	0	2	1	1	45	$null$	0		4	1	0	1	0	0	295	295	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3327	333	0	0	12	333	0	1	0	0	10	$null$	0		1	1	0	0	0	0	333	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
50443	282	1	0	4	282	0	1	2	0	25	$null$	0		2	1	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4223	270	0	0	9	270	0	1	0	0	74	$null$	1	AX	1	1	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
62886	210	0	0	9	210	0	3	1	1	55	$null$	0		2	1	0	1	0	0	210	210	230	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
16792	247	1	0	5	247	0	1	2	0	69	10	0	AB	2	1	0	0	0	1	247	247	480	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
16080	356	1	0	11	356	1	3	1	1	30	$null$	0		4	1	0	1	0	0	356	356	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
64597	342	1	0	9	342	0	2	3	0	46	$null$	1		1	1	0	1	0	1	342	342	265	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
49942	350	0	0	12	350	0	1	0	0	81	$null$	0		1	1	0	0	0	1	350	350	126	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
657	355	0	0	4	355	0	1	3	0	9	$null$	0		3	1	0	0	0	0	355	355	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
28016	307	0	0	9	307	0	1	2	0	74	$null$	0		2	2	0	0	0	1	307	307	194	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
4365	315	0	0	12	315	0	2	1	1	50	$null$	0		4	2	0	1	0	0	315	315	895	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
37113	179	0	0	12	179	0	1	0	0	58	$null$	0	BR	4	2	0	0	0	0	179	179	878	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
46127	331	0	0	9	331	0	1	2	0	85	$null$	0		5	1	0	0	0	0	331	331	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
11332	155	2	0	8	155	0	1	3	0	82	$null$	0		2	1	0	0	0	1	155	155	247	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
24475	349	0	0	11	349	0	1	2	0	90	$null$	0		1	1	0	0	0	0	349	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
37968	218	0	0	12	218	0	1	2	0	22	$null$	0	BQ	1	1	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
60722	345	0	0	4	345	1	3	1	1	14	$null$	0		4	3	0	1	0	0	345	345	1287	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
46577	226	1	0	11	226	0	3	1	1	30	$null$	0		5	7	0	1	0	0	226	226	2323	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0
20165	92	0	0	11	92	1	3	0	0	31	$null$	0		4	4	0	1	0	0	92	92	1400	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1
48375	163	0	0	8	163	0	1	0	0	46	$null$	0	BR	4	2	0	0	0	0	163	163	909	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3483	166	1	0	4	166	0	1	0	0	77	$null$	1		3	2	0	0	0	0	166	166	608	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
2473	285	1	0	4	285	0	3	0	0	91	$null$	0		3	3	0	1	0	0	285	285	763	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
22181	349	1	0	4	349	0	3	1	1	81	$null$	0		4	2	0	1	0	0	349	349	932	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
21811	342	1	0	4	342	0	1	3	0	72	$null$	0		4	1	0	0	0	0	342	342	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25832	232	0	0	12	232	0	2	0	0	47	$null$	1		1	2	0	1	0	0	232	232	844	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
54732	111	0	0	8	111	0	1	0	0	94	$null$	0		2	1	0	0	0	1	111	111	731	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
61084	262	0	0	11	262	0	3	3	0	21	$null$	0		5	6	0	1	0	0	262	262	1660	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
57824	301	2	0	12	301	0	2	1	1	51	$null$	0		4	1	0	1	0	0	301	301	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
18478	243	0	0	11	243	0	3	0	0	86	$null$	0		4	2	0	1	0	0	243	243	1457	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
41034	109	2	0	4	109	1	1	2	0	77	$null$	0		5	1	0	0	0	0	109	109	793	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
41003	95	0	0	8	95	0	1	0	0	58	$null$	0		3	2	0	0	0	1	95	95	478	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
1606	150	1	0	12	150	0	1	2	0	76	$null$	0		4	1	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
34021	259	0	0	8	259	0	3	0	0	24	$null$	0		3	2	0	1	0	0	259	259	775	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
4533	229	0	0	12	229	0	2	3	0	79	$null$	1		1	1	0	1	0	1	229	229	121	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
13879	169	1	0	1	169	0	1	3	0	56	$null$	0	BR	2	2	0	0	0	1	169	169	622	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1
65120	244	1	0	12	244	0	3	1	1	23	$null$	0		2	2	0	1	0	0	244	244	567	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
41154	177	1	0	12	177	0	1	2	0	33	$null$	0	BQ	3	1	0	0	0	0	177	177	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
19929	355	1	0	8	355	0	1	0	0	6	$null$	0		3	1	0	0	0	0	355	355	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
63809	323	1	0	9	323	0	3	0	0	76	$null$	0		2	1	0	1	0	1	323	323	562	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
60197	338	0	0	9	338	0	2	1	1	44	$null$	0		5	1	0	1	0	0	338	338	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
55696	357	0	0	9	357	0	1	0	0	51	$null$	0		1	1	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
28886	211	2	0	12	211	0	1	3	0	10	$null$	1	AP	1	1	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
12278	341	0	0	1	341	0	2	0	0	44	$null$	0		4	6	0	1	0	0	341	341	1398	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0
27305	304	0	0	9	304	0	1	0	0	96	$null$	0	CA	2	1	0	0	0	1	304	304	369	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
59684	145	0	0	8	145	0	1	0	0	66	$null$	0		3	4	0	0	0	0	145	145	769	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
5047	362	0	0	6	362	0	3	1	1	73	$null$	0		1	1	0	1	0	0	362	362	330	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
32770	141	2	0	10	141	1	1	3	0	95	$null$	0		4	3	0	0	0	0	141	141	1323	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
19135	139	0	0	9	139	1	2	1	1	47	$null$	0		3	1	0	1	0	0	139	139	664	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13114	282	1	0	9	282	0	1	0	0	76	$null$	0		4	2	0	0	0	0	282	282	544	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
18670	146	1	0	8	146	0	1	2	0	27	$null$	0	BQ	2	1	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
54343	356	0	0	3	356	0	2	1	1	41	$null$	0		3	1	0	1	0	0	356	356	673	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15981	273	0	0	9	273	0	2	0	0	50	$null$	0		4	1	0	1	0	0	273	273	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
37956	338	2	0	12	338	0	1	0	0	76	$null$	0		3	1	0	0	0	0	338	338	874	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12660	240	2	0	12	240	0	1	0	0	76	$null$	0		4	3	0	0	0	0	240	240	1678	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
59900	286	1	0	3	286	0	1	1	1	12	$null$	0		2	1	0	0	0	0	286	286	246	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16509	108	0	0	4	108	0	2	0	0	47	$null$	1		1	2	0	1	0	0	108	108	1054	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
57314	96	1	0	8	96	1	2	1	1	45	$null$	0		4	1	0	1	0	0	96	96	705	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
33935	180	0	0	4	180	0	1	2	0	33	$null$	0		2	1	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16613	329	0	0	1	329	0	2	0	0	46	$null$	0		3	3	0	1	0	0	329	329	951	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
55893	104	1	1	4	104	0	1	2	0	45	$null$	0		2	1	0	0	0	1	104	104	377	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3921	300	0	0	11	300	0	1	0	0	42	$null$	0		4	2	0	0	0	0	300	300	1286	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
65382	249	0	0	4	249	0	1	3	0	18	$null$	0	BQ	5	1	0	0	0	0	249	249	549	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
46244	330	1	0	9	330	0	1	0	0	60	$null$	0		3	1	0	0	0	0	330	330	574	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17483	229	2	0	12	229	0	3	0	0	90	$null$	0	AQ	5	2	0	0	0	0	229	229	541	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
27924	262	1	0	12	262	0	1	0	0	79	$null$	0		2	2	0	0	0	1	262	262	391	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
57163	183	0	0	4	183	0	3	0	0	67	$null$	0		5	6	0	1	0	0	183	183	1655	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
62796	200	0	0	9	200	0	1	0	0	23	$null$	0		4	3	0	0	0	0	200	200	1063	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
60530	140	0	0	4	140	0	2	1	1	50	$null$	0		5	1	0	1	0	0	140	140	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
19266	197	0	0	12	197	0	1	0	0	96	$null$	0		3	1	0	0	0	0	197	0	436	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34294	335	0	0	12	335	0	1	0	0	41	$null$	0	AB	4	2	0	0	0	0	335	335	1427	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
14628	103	0	0	1	103	0	3	1	1	78	$null$	0		2	1	0	1	0	0	103	103	451	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
52760	343	0	0	9	343	0	2	1	1	44	$null$	0		3	1	0	1	0	0	343	343	618	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
58419	309	0	0	8	309	0	1	2	0	26	$null$	0		5	1	0	0	0	0	309	309	75	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0
14711	337	0	0	4	337	0	3	1	1	90	$null$	0		4	3	0	1	0	0	337	337	1420	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
30064	125	0	0	11	125	0	1	3	0	8	$null$	0	AB	3	2	0	0	0	0	125	125	629	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
29245	295	2	0	12	295	0	1	0	0	22	$null$	0		4	1	0	0	0	0	295	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
41849	202	0	0	8	202	0	3	1	1	94	$null$	0		4	1	0	1	0	0	202	202	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
52370	270	1	0	5	270	0	1	0	0	65	$null$	1		1	1	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
47044	163	1	0	2	163	0	1	2	0	23	$null$	0	AB	1	1	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
38512	342	0	0	12	342	0	1	3	0	65	65	0		3	2	0	0	0	0	342	342	278	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
52111	162	2	0	12	162	0	1	0	0	10	$null$	0	AB	3	3	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
34540	249	0	0	4	249	0	3	0	0	23	$null$	0		3	3	0	1	0	0	249	249	811	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
58794	323	0	0	4	323	0	1	3	0	60	$null$	0		4	3	0	0	0	0	323	323	634	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1
25062	220	1	0	4	220	1	1	3	0	10	10	0	AB	3	2	0	0	0	0	220	220	773	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0
1009	138	1	0	8	138	1	1	2	0	83	$null$	0		4	8	0	0	0	0	138	138	1115	0	0	0	0	0	7	0	0	0	0	0	0	1	0	1
38944	351	0	0	9	351	0	3	1	1	29	$null$	0		2	1	0	1	0	0	351	351	261	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
56115	157	1	0	9	157	0	1	3	0	56	60	0		4	2	0	0	0	0	157	157	776	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
66118	274	1	0	12	274	0	1	0	0	63	$null$	0		4	6	0	0	0	0	274	274	1796	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1
23804	150	0	0	5	150	0	3	1	1	22	$null$	0		4	2	0	1	0	0	150	150	531	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
63799	344	0	0	8	344	0	1	0	0	18	$null$	0		3	1	0	0	0	1	344	344	510	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
59852	288	2	0	12	288	0	1	0	0	86	$null$	0		5	6	0	0	0	0	288	288	1146	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0
19645	175	0	0	1	175	0	1	0	0	41	$null$	0		3	1	0	0	0	0	175	175	173	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4057	227	0	0	11	227	0	1	2	0	90	$null$	0	BO	1	1	0	0	0	1	227	227	398	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
15380	263	1	0	2	263	0	1	3	0	26	$null$	0		1	1	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16126	289	0	0	9	289	1	1	0	0	82	$null$	0		3	1	0	0	0	0	289	289	437	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
41991	100	1	0	9	100	1	1	2	0	31	$null$	0		3	2	0	0	0	1	100	0	1271	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
34843	331	0	0	2	331	0	1	0	0	7	$null$	0	AB	3	1	0	0	0	0	331	331	1729	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
18088	358	1	0	4	358	0	1	2	0	76	$null$	0		3	1	0	0	0	0	358	358	478	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23776	306	0	0	4	306	0	2	0	0	45	$null$	1		1	1	0	1	0	0	306	306	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
20677	357	0	0	4	357	0	2	1	1	41	$null$	0		3	1	0	1	0	0	357	357	508	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
10238	287	0	0	9	287	0	2	2	0	48	$null$	1		4	2	0	1	0	0	287	287	1126	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
63964	289	0	0	12	289	1	3	1	1	66	$null$	0		4	2	0	1	0	0	289	289	1142	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
45469	91	2	0	12	91	0	1	0	0	64	$null$	0		5	2	0	0	0	0	91	91	1531	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
42216	214	0	0	4	214	0	1	0	0	1	$null$	0		4	1	0	0	0	0	214	214	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
37315	353	0	0	4	353	0	1	2	0	23	$null$	0		1	1	0	0	0	1	353	353	123	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
62581	121	1	0	12	121	0	1	0	0	29	$null$	1		3	1	0	0	0	0	121	121	335	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
20350	252	0	0	2	252	0	1	0	0	37	$null$	1	AR	1	1	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24232	235	1	0	4	235	0	3	2	0	30	$null$	0		3	1	0	1	0	0	235	235	800	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
26251	109	2	0	9	109	0	3	0	0	18	$null$	0		3	1	0	1	0	0	109	109	681	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
56559	91	2	0	12	91	0	3	1	1	24	$null$	0		2	1	0	1	0	0	91	91	500	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
19736	151	0	0	12	151	0	3	3	0	23	$null$	0		2	1	0	1	0	1	151	151	348	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12839	226	0	0	12	226	0	1	2	0	67	$null$	0		5	3	0	0	0	0	226	226	2291	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
51105	238	1	0	12	238	0	1	0	0	36	$null$	0	BD	4	3	0	0	0	0	238	238	1524	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
10219	346	1	0	4	346	0	1	2	0	76	$null$	0		5	1	0	0	0	0	346	346	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23508	252	0	0	9	252	0	1	2	0	71	$null$	0	BQ	2	1	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16121	268	0	0	4	268	1	1	2	0	26	$null$	1		1	1	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
62271	132	0	0	2	132	0	1	1	1	77	$null$	0	BQ	1	1	0	0	0	0	132	132	183	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
62564	307	1	0	8	307	0	1	0	0	86	$null$	1	AX	1	1	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
8635	201	1	0	12	201	0	1	2	0	35	$null$	0		2	2	0	0	0	1	201	201	63	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
39790	348	1	0	5	348	0	3	0	0	18	$null$	0		4	2	0	1	0	0	348	348	416	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
39405	308	0	0	9	308	0	1	0	0	67	$null$	0		5	2	0	0	0	0	308	308	449	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
12639	190	1	0	12	190	0	3	0	0	23	$null$	0		4	1	0	1	0	0	190	190	754	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3999	209	2	0	12	209	0	1	3	0	10	$null$	0	BQ	5	2	0	0	0	0	209	209	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
62312	114	0	1	12	114	0	2	3	0	44	$null$	0		3	1	0	1	0	0	114	114	815	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
33274	149	0	0	9	149	1	2	0	0	44	$null$	0		4	4	0	1	0	0	149	149	1321	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
36993	198	0	0	4	198	0	1	3	0	28	$null$	0		4	1	0	0	0	1	198	198	109	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
51429	111	0	0	3	111	0	1	3	0	50	$null$	0	CA	4	1	0	0	0	0	111	111	799	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
35286	267	1	0	1	267	0	2	2	0	45	$null$	0		4	2	0	1	0	0	267	267	703	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
5545	155	1	0	4	155	0	2	1	1	58	$null$	0		3	1	0	1	0	0	155	155	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12968	219	0	0	0	219	1	2	2	0	40	$null$	1		2	3	0	1	0	0	219	219	1157	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
17253	307	1	0	12	307	0	1	0	0	67	$null$	1	AX	1	1	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
2217	204	1	0	4	204	1	1	3	0	60	$null$	0		3	1	0	0	0	1	204	204	132	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4135	245	0	0	12	245	0	1	2	0	10	$null$	0		3	1	0	0	0	0	245	245	782	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2264	260	0	0	1	260	0	1	0	0	41	$null$	1	AX	1	1	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
37396	152	1	0	1	152	0	3	1	1	85	$null$	0		3	1	0	1	0	0	152	152	585	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
20078	325	1	0	12	325	0	3	3	0	66	$null$	0		4	2	0	1	0	1	325	325	249	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7941	330	0	0	11	330	0	1	0	0	21	$null$	0		1	1	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
63596	355	1	0	8	355	1	1	3	0	31	$null$	0	BQ	3	1	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9142	350	0	0	9	350	0	1	1	1	44	$null$	0		3	2	0	0	0	0	350	350	729	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
4647	359	1	0	3	359	0	1	2	0	99	$null$	0		3	1	0	0	0	0	359	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
28254	346	1	0	5	346	0	1	0	0	97	$null$	0	BQ	2	1	0	0	0	1	346	346	372	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
61539	217	0	0	4	217	0	3	1	1	31	$null$	0		2	2	0	1	0	0	217	217	384	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
3699	149	0	0	9	149	0	1	3	0	71	$null$	0		4	1	0	0	0	0	149	149	563	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
38126	130	0	0	11	130	0	1	0	0	65	$null$	0		2	1	0	0	0	1	130	130	199	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
37406	346	0	0	4	346	0	1	0	0	90	$null$	0		3	2	0	0	0	1	346	346	680	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
